,Reviews_Lower,POSTag
3026,"i've always been a big fan of loreal's conditioners. they always do the trick when the weather seems to be against my hair. i have natually wavy/curly hair which tends to get frizzy during the winter times and this conditioner has made my hair feel hydrated and clean. it doesn't make it feel oily/heavy which is a great plus! disclaimer: i received this complimentary product from influenster for testing purposes, but all my opinions are my own. this review was collected as part of a promotion.","[('iv', 'NN'), ('alway', 'RB'), ('big', 'JJ'), ('fan', 'NN'), ('loreal', 'JJ'), ('conditioner', 'NN'), ('alway', 'RB'), ('trick', 'JJ'), ('weather', 'NN'), ('seem', 'VBP'), ('hair', 'NN'), ('natual', 'JJ'), ('wavycurli', 'NN'), ('hair', 'NN'), ('tend', 'VBP'), ('get', 'NN'), ('frizzi', 'JJ'), ('winter', 'NN'), ('time', 'NN'), ('condition', 'NN'), ('made', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('hydrat', 'JJ'), ('clean', 'JJ'), ('make', 'VBP'), ('feel', 'NN'), ('oilyheavi', 'RB'), ('great', 'JJ'), ('plus', 'CC'), ('disclaimer', 'JJ'), ('receiv', 'NN'), ('complimentari', 'NN'), ('product', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3027,"i got sent this product in a vox box, and i was estatic to try it! i always have to put a ton of conditioner in my hair in order to feel like it's not dry or damaged. however with this conditioner it immediately felt moisturized as soon as i applied a little bit to my hair in the shower. i love this product this review was collected as part of a promotion.","[('got', 'VBD'), ('sent', 'JJ'), ('product', 'NN'), ('vox', 'NN'), ('box', 'NN'), ('estat', 'NN'), ('tri', 'IN'), ('it', 'PRP'), ('alway', 'RB'), ('put', 'VBD'), ('ton', 'JJ'), ('condition', 'NN'), ('hair', 'NN'), ('order', 'NN'), ('feel', 'NN'), ('like', 'IN'), ('dri', 'NNS'), ('damaged', 'VBN'), ('howev', 'JJ'), ('condition', 'NN'), ('immedi', 'NN'), ('felt', 'VBD'), ('moistur', 'JJ'), ('soon', 'RB'), ('appli', 'RB'), ('littl', 'JJ'), ('bit', 'NN'), ('hair', 'JJ'), ('shower', 'JJR'), ('love', 'NN'), ('product', 'NN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3028,"this is great like the shampoo. it hydrates my split ends and helps keep my roots from getting so greasy. i get a lot more out of washing my hair a single time now. it's really nice. i'm lucky enough to have gotten to try it for free from influenster. i would definitely easily pay the price, though. a great value for what you get and the great job it does. this review was collected as part of a promotion.","[('great', 'JJ'), ('like', 'IN'), ('shampoo', 'JJ'), ('hydrat', 'NN'), ('split', 'VBD'), ('end', 'VB'), ('help', 'NN'), ('keep', 'VB'), ('root', 'NN'), ('get', 'VB'), ('greasy', 'JJ'), ('get', 'NN'), ('lot', 'NN'), ('wash', 'VBP'), ('hair', 'NN'), ('singl', 'JJ'), ('time', 'NN'), ('now', 'RB'), ('realli', 'VBZ'), ('nice', 'JJ'), ('im', 'NN'), ('lucki', 'NN'), ('enough', 'JJ'), ('gotten', 'NN'), ('tri', 'NNS'), ('free', 'JJ'), ('influenster', 'NN'), ('would', 'MD'), ('definit', 'VB'), ('easili', 'JJ'), ('pay', 'NN'), ('price', 'NN'), ('though', 'IN'), ('great', 'JJ'), ('valu', 'JJ'), ('get', 'NN'), ('great', 'JJ'), ('job', 'NN'), ('doe', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3029,"this is the absolute best! it really helps to combat the drying effects of the shampoo, while giving extra love to ends that were already super dry to begin with. each drop helps my hair to feel silkier and softer. i also really enjoy the way it smells using this with the shampoo is a must but sometimes i forgo the mask. still, my ends look and feel radiant because of this, and it's even easier to comb my fingers through. if you want to go from being severus snape to sirius black, this is for you. i received this product complimentary for testing purposes but all opinions are my own. this review was collected as part of a promotion.","[('absolut', 'NN'), ('best', 'JJS'), ('realli', 'NN'), ('help', 'NN'), ('combat', 'NN'), ('dri', 'NN'), ('effect', 'NN'), ('shampoo', 'VBD'), ('give', 'JJ'), ('extra', 'JJ'), ('love', 'NN'), ('end', 'NN'), ('alreadi', 'NN'), ('super', 'JJ'), ('dri', 'NN'), ('begin', 'NN'), ('with', 'IN'), ('drop', 'NN'), ('help', 'NN'), ('hair', 'NN'), ('feel', 'VB'), ('silkier', 'JJ'), ('softer', 'JJR'), ('also', 'RB'), ('realli', 'VBP'), ('enjoy', 'JJ'), ('way', 'NN'), ('smell', 'NN'), ('use', 'NN'), ('shampoo', 'NN'), ('must', 'MD'), ('sometim', 'VB'), ('forgo', 'NN'), ('mask', 'NN'), ('still', 'RB'), ('end', 'VB'), ('look', 'NN'), ('feel', 'NN'), ('radiant', 'NN'), ('this', 'DT'), ('even', 'RB'), ('easier', 'JJR'), ('comb', 'NN'), ('finger', 'NN'), ('through', 'IN'), ('want', 'NN'), ('go', 'VBP'), ('severu', 'JJ'), ('snape', 'NN'), ('siriu', 'JJ'), ('black', 'JJ'), ('you', 'PRP'), ('receiv', 'VBP'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpos', 'NN'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3030,"i often am on the search for something new to tame the greasiness of my hair. i am pleased to have been shown this product line, as it is doing it's job. no more oily scalp by the end of the day for me. i received these products complimentary from influenster for testing purposes, but all opinions are my own. this review was collected as part of a promotion.","[('often', 'RB'), ('search', 'VBZ'), ('someth', 'JJ'), ('new', 'JJ'), ('tame', 'NN'), ('greasi', 'JJ'), ('hair', 'NN'), ('plea', 'NN'), ('shown', 'VBN'), ('product', 'NN'), ('line', 'NN'), ('job', 'NN'), ('oili', 'IN'), ('scalp', 'JJ'), ('end', 'NN'), ('day', 'NN'), ('me', 'PRP'), ('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3031,i received this product complementary of influenster and i love it!!! i have such greasy hair and this three step process really makes it soooo easy to use!!! this review was collected as part of a promotion.,"[('receiv', 'JJ'), ('product', 'NN'), ('complementari', 'NN'), ('influenst', 'JJ'), ('love', 'IN'), ('it', 'PRP'), ('greasi', 'VBD'), ('hair', 'JJ'), ('three', 'CD'), ('step', 'NN'), ('process', 'NN'), ('realli', 'NNS'), ('make', 'VBP'), ('soooo', 'JJ'), ('easi', 'NN'), ('use', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3032,i was given this to try for free loved every second! i used it with the mask shampoo my hair felt so soft clean! this review was collected as part of a promotion.,"[('given', 'VBN'), ('tri', 'NNS'), ('free', 'JJ'), ('love', 'VBP'), ('everi', 'JJ'), ('second', 'JJ'), ('use', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('hair', 'NN'), ('felt', 'VBD'), ('soft', 'JJ'), ('clean', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3033,"i was lucky enough to receive this complimentary from influenster to test out. as always, it's best to only apply conditioner to your ends. i had used the hair mud mask and shampoo that goes with this set that amazingly kept the oil from my scalp. this conditioner was awesome because it really nourished my ends and it's really hard to get that from cheaper conditioner brands so i was very pleased! this review was collected as part of a promotion.","[('lucki', 'RB'), ('enough', 'RB'), ('receiv', 'JJ'), ('complimentari', 'NN'), ('influenst', 'NN'), ('test', 'NN'), ('out', 'IN'), ('always', 'RB'), ('best', 'JJS'), ('appli', 'JJ'), ('condition', 'NN'), ('end', 'NN'), ('use', 'NN'), ('hair', 'NN'), ('mud', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('goe', 'NN'), ('set', 'VBN'), ('amazingli', 'JJ'), ('kept', 'JJ'), ('oil', 'NN'), ('scalp', 'NN'), ('condition', 'NN'), ('awesom', 'IN'), ('realli', 'NN'), ('nourish', 'JJ'), ('end', 'NN'), ('realli', 'NN'), ('hard', 'JJ'), ('get', 'NN'), ('cheaper', 'JJR'), ('condition', 'NN'), ('brand', 'NN'), ('pleased', 'VBD'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3034,makes my hair feel so soft and smooth. love using this conditioner all the time. i did recieve this product for free but all opinions are my own. this review was collected as part of a promotion.,"[('make', 'VB'), ('hair', 'NN'), ('feel', 'VB'), ('soft', 'JJ'), ('smooth', 'NNS'), ('love', 'VBP'), ('use', 'IN'), ('condition', 'NN'), ('time', 'NN'), ('reciev', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3035,"i've been trying out a lot of different haircare products recently, but i have to say this conditioner is one of my new favorites! along with the shampoo, i enjoy how it makes my hair feel afterwards and how clean it is. the scent is nice, although a bit overwhelming. this has to be my new favorite, though! i received these products complimentary for testing purposes from influenster, but all opinions are my own. this review was collected as part of a promotion.","[('iv', 'NN'), ('tri', 'NN'), ('lot', 'NN'), ('differ', 'VBP'), ('haircar', 'NN'), ('product', 'NN'), ('recently', 'RB'), ('say', 'VBP'), ('condition', 'NN'), ('one', 'CD'), ('new', 'JJ'), ('favorite', 'NN'), ('along', 'IN'), ('shampoo', 'JJ'), ('enjoy', 'NNS'), ('make', 'VBP'), ('hair', 'NN'), ('feel', 'VB'), ('afterward', 'JJ'), ('clean', 'NN'), ('is', 'VBZ'), ('scent', 'JJ'), ('nice', 'JJ'), ('although', 'IN'), ('bit', 'NN'), ('overwhelming', 'JJ'), ('new', 'JJ'), ('favorite', 'JJ'), ('though', 'IN'), ('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpos', 'NN'), ('influenster', 'NN'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3036,"i have been using the l'oriel extraordinary clay hair trio for just under a month now, and i am really glad that i have been! my hair is naturally very curly, color treated, it gets very oily on my roots and stays dry on my ends. this line has been a saving grace for my hair. it has helped to keep the oil under control in between washes, and my ends are starting to feel smoother, not as dry, and easier to maintain. on top of noticeable differences, the products are lasting me quite well. i have been using them 3-4 times a week, for almost a month, and i believe i have not even hit the half-way point on any of the products. i will absolutely continue to purchase the pre-shampoo mask, shampoo, and conditioner in the future. as a disclaimer, i personally received this trio of products complimentary for testing purposes, but all of the opinions above, are my own. this review was collected as part of a promotion.","[('use', 'NN'), ('loriel', 'NN'), ('extraordinari', 'VBP'), ('clay', 'NN'), ('hair', 'NN'), ('trio', 'JJ'), ('month', 'NN'), ('now', 'RB'), ('realli', 'VBZ'), ('glad', 'JJ'), ('been', 'VBN'), ('hair', 'JJ'), ('natur', 'RB'), ('curly', 'JJ'), ('color', 'NN'), ('treated', 'VBD'), ('get', 'NN'), ('oili', 'JJ'), ('root', 'NN'), ('stay', 'NN'), ('dri', 'JJ'), ('end', 'NN'), ('line', 'NN'), ('save', 'VBP'), ('grace', 'NN'), ('hair', 'NN'), ('help', 'NN'), ('keep', 'VB'), ('oil', 'NN'), ('control', 'NN'), ('wash', 'JJ'), ('end', 'VBP'), ('start', 'NN'), ('feel', 'VB'), ('smoother', 'RB'), ('dry', 'JJ'), ('easier', 'JJR'), ('maintain', 'NN'), ('top', 'JJ'), ('notic', 'JJ'), ('difference', 'NN'), ('product', 'NN'), ('last', 'JJ'), ('quit', 'NN'), ('well', 'RB'), ('use', 'JJ'), ('time', 'NN'), ('week', 'NN'), ('almost', 'RB'), ('month', 'NN'), ('believ', 'VBD'), ('even', 'RB'), ('hit', 'VBN'), ('halfway', 'RB'), ('point', 'JJ'), ('product', 'NN'), ('absolut', 'NN'), ('continu', 'NN'), ('purchas', 'NN'), ('preshampoo', 'NN'), ('mask', 'NN'), ('shampoo', 'JJ'), ('condition', 'NN'), ('future', 'NN'), ('disclaimer', 'VBZ'), ('person', 'NN'), ('receiv', 'JJ'), ('trio', 'NN'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('above', 'IN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3037,"f you are a naturalista like myself, conditioner is your favorite and most important step of your wash day routine. hands down this is now a staple product when i wash my hair. this bad boy hydrated my curls like no other. it did help detangle my hair. it does not weigh down my hair either. i've used this product more than the others. i will most definitely repurchase this conditioner. this review was collected as part of a promotion.","[('f', 'JJ'), ('naturalista', 'NNS'), ('like', 'IN'), ('myself', 'PRP'), ('condition', 'NN'), ('favorit', 'NN'), ('import', 'NN'), ('step', 'NN'), ('wash', 'JJ'), ('day', 'NN'), ('routine', 'JJ'), ('hand', 'NN'), ('stapl', 'VBD'), ('product', 'NN'), ('wash', 'NN'), ('hair', 'NN'), ('bad', 'JJ'), ('boy', 'NN'), ('hydrat', 'NN'), ('curl', 'VBP'), ('like', 'IN'), ('other', 'JJ'), ('help', 'NN'), ('detangl', 'VB'), ('hair', 'NN'), ('weigh', 'JJ'), ('hair', 'NN'), ('either', 'CC'), ('iv', 'NN'), ('use', 'NN'), ('product', 'NN'), ('others', 'NNS'), ('definit', 'VBP'), ('repurchas', 'JJ'), ('conditioner', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3038,i love this conditioner it has really changed my hair and kept my hair soft and silky. i really like this range from l'oral and can't wait to continue using! *i have received this free from influenster this review was collected as part of a promotion.,"[('love', 'VB'), ('condition', 'NN'), ('realli', 'NN'), ('chang', 'NN'), ('hair', 'NN'), ('kept', 'VBD'), ('hair', 'NN'), ('soft', 'JJ'), ('silky', 'JJ'), ('realli', 'NN'), ('like', 'IN'), ('rang', 'JJ'), ('loral', 'JJ'), ('cant', 'NN'), ('wait', 'NN'), ('continu', 'NN'), ('using', 'VBG'), ('i', 'JJ'), ('receiv', 'VBP'), ('free', 'JJ'), ('influenst', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3039,"i received this from influenster to try and review. i have loved this whole set. i no longer have a problem trying to untangle my hair with this whole set. not only does it smell good it also helped strengthen my hair, especially the ends. i will definitely buy this again once i run out. all opinions are my own. this review was collected as part of a promotion.","[('receiv', 'NN'), ('influenst', 'NN'), ('tri', 'NN'), ('review', 'NN'), ('love', 'VBP'), ('whole', 'JJ'), ('set', 'NN'), ('longer', 'RBR'), ('problem', 'NN'), ('tri', 'NN'), ('untangl', 'JJ'), ('hair', 'NN'), ('whole', 'JJ'), ('set', 'NN'), ('smell', 'NN'), ('good', 'NN'), ('also', 'RB'), ('help', 'VBP'), ('strengthen', 'VB'), ('hair', 'NN'), ('especi', 'JJ'), ('end', 'NN'), ('definit', 'NN'), ('buy', 'VB'), ('run', 'VBN'), ('out', 'RP'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3040,"i received these products free/complimentary for testing purposes, all opinions are my own. i definitely think this conditioner with my hair really soft and smooth. i really liked it this review was collected as part of a promotion.","[('receiv', 'JJ'), ('product', 'NN'), ('freecomplimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('definit', 'NN'), ('think', 'VBP'), ('condition', 'NN'), ('hair', 'NN'), ('realli', 'VBP'), ('soft', 'JJ'), ('smooth', 'CC'), ('realli', 'VBP'), ('like', 'IN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3041,i loved my clay mask! not only does it smell good but it does exactly as promised-helps my hair stay non-greasy for longer than ever before with other products! i received this product for free for testing purposes but all opinions are my own. this review was collected as part of a promotion.,"[('love', 'VB'), ('clay', 'NN'), ('mask', 'NN'), ('smell', 'NN'), ('good', 'JJ'), ('exactli', 'NN'), ('promisedhelp', 'NN'), ('hair', 'NN'), ('stay', 'VBP'), ('nongreasi', 'RB'), ('longer', 'RB'), ('ever', 'RB'), ('product', 'NN'), ('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('test', 'NN'), ('purpos', 'NN'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3042,i was really impressed with this conditioner because it honestly work well on my oily hair but kept the ends moisturized. i usually have trouble with conditioner because since my hair is so long and i have so much hair it's hard to really condition it well in the past i've used l'oreal conditioner because it's the only brand i find that will truly moisturize my hair the way i want it but the problem with that is that it can get way down occasionally or my roots will get oily overnight with this conditioner i can condition my hair every other day and it still looks great. i also love the smell. i received this free for testing and review and will definitely purchase it after i'm finished using my free sample this review was collected as part of a promotion.,"[('realli', 'NN'), ('impress', 'JJ'), ('condition', 'NN'), ('honestli', 'NN'), ('work', 'NN'), ('well', 'RB'), ('oili', 'RB'), ('hair', 'NN'), ('kept', 'VBD'), ('end', 'JJ'), ('moisturized', 'VBN'), ('usual', 'JJ'), ('troubl', 'NN'), ('condition', 'NN'), ('sinc', 'VBD'), ('hair', 'NN'), ('long', 'RB'), ('much', 'JJ'), ('hair', 'NN'), ('hard', 'JJ'), ('realli', 'NN'), ('condit', 'NN'), ('well', 'RB'), ('past', 'IN'), ('iv', 'NN'), ('use', 'NN'), ('loreal', 'JJ'), ('condition', 'NN'), ('brand', 'NN'), ('find', 'VBP'), ('truli', 'JJ'), ('moistur', 'NNS'), ('hair', 'VBP'), ('way', 'NN'), ('want', 'VBP'), ('problem', 'NN'), ('get', 'VB'), ('way', 'NN'), ('occasion', 'NN'), ('root', 'NN'), ('get', 'VBP'), ('oili', 'JJ'), ('overnight', 'JJ'), ('condition', 'NN'), ('condit', 'NN'), ('hair', 'NN'), ('everi', 'JJ'), ('day', 'NN'), ('still', 'RB'), ('look', 'VB'), ('great', 'JJ'), ('also', 'RB'), ('love', 'VBP'), ('smell', 'RB'), ('receiv', 'RB'), ('free', 'JJ'), ('test', 'NN'), ('review', 'NN'), ('definit', 'NN'), ('purchas', 'JJ'), ('im', 'NN'), ('finish', 'NN'), ('use', 'NN'), ('free', 'JJ'), ('sampl', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3043,"i received this from influenster in exchange for my honest opinion, so here it is! i recommend this product for hair that is a combo of oily roots with dry or damaged ends! this review was collected as part of a promotion.","[('receiv', 'NN'), ('influenst', 'NN'), ('exchang', 'NN'), ('honest', 'JJS'), ('opinion', 'NN'), ('is', 'VBZ'), ('recommend', 'JJ'), ('product', 'NN'), ('hair', 'NN'), ('combo', 'JJ'), ('oili', 'JJ'), ('root', 'NN'), ('dri', 'NN'), ('damag', 'JJ'), ('end', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3044,"i used this conditioner as part of the entire extraordinary clay system - clay mask, shampoo, and conditioner. this conditioner was probably my favorite part. i didn't enjoy the experience of the mask, and the shampoo wasn't especially noteworthy. the conditioner, however, seemed to work really well for detangling my thick hair and really smoothing it out. i like the smell and the thickness of the formula. overall, a really good conditioner. i received this product for free in exchange for my honest review. all opinions are my own. this review was collected as part of a promotion.","[('use', 'NN'), ('condition', 'NN'), ('part', 'NN'), ('entir', 'VBZ'), ('extraordinari', 'VBP'), ('clay', 'NN'), ('system', 'NN'), ('clay', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('conditioner', 'NN'), ('condition', 'NN'), ('probabl', 'NN'), ('favorit', 'JJ'), ('part', 'NN'), ('enjoy', 'NN'), ('experi', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('especi', 'NN'), ('noteworthy', 'JJ'), ('conditioner', 'NN'), ('however', 'RB'), ('seem', 'VBP'), ('work', 'NN'), ('realli', 'RB'), ('well', 'RB'), ('detangl', 'VB'), ('thick', 'JJ'), ('hair', 'NN'), ('realli', 'VB'), ('smooth', 'CC'), ('out', 'IN'), ('like', 'IN'), ('smell', 'NN'), ('thick', 'JJ'), ('formula', 'NN'), ('overall', 'JJ'), ('realli', 'NN'), ('good', 'JJ'), ('conditioner', 'NN'), ('receiv', 'NNS'), ('product', 'NN'), ('free', 'JJ'), ('exchang', 'NN'), ('honest', 'JJS'), ('review', 'NN'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3045,"i received this product complimentary of influenster. my review is my own personal opinion. i really like this conditioner. it is the last step to this clay edition and it brought everything together from the feel of my hair and to making my curls look shinier, softer and tighter! love it! this review was collected as part of a promotion.","[('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'NN'), ('influenster', 'NN'), ('review', 'VBP'), ('person', 'NN'), ('opinion', 'NN'), ('realli', 'NN'), ('like', 'IN'), ('conditioner', 'NN'), ('last', 'JJ'), ('step', 'NN'), ('clay', 'VBD'), ('edit', 'RB'), ('brought', 'VBN'), ('everyth', 'NN'), ('togeth', 'NN'), ('feel', 'VBP'), ('hair', 'JJ'), ('make', 'VBP'), ('curl', 'JJ'), ('look', 'NN'), ('shinier', 'NN'), ('softer', 'NN'), ('tighter', 'NN'), ('love', 'VB'), ('it', 'PRP'), ('review', 'VB'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3046,"i received this product complimentary from influenster but my review is 100 my opinion. my hair is pretty damaged and tangled since i chemically dye it often. after using this conditioner, my hair feels so much more silky and softer! it smells great and my hair does not feel weighed down. this review was collected as part of a promotion.","[('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'NN'), ('influenst', 'JJ'), ('review', 'NN'), ('opinion', 'NN'), ('hair', 'NN'), ('pretti', 'VBP'), ('damag', 'NN'), ('tangl', 'NN'), ('sinc', 'NN'), ('chemic', 'JJ'), ('dye', 'NN'), ('often', 'RB'), ('use', 'JJ'), ('conditioner', 'NNS'), ('hair', 'VBP'), ('feel', 'VB'), ('much', 'JJ'), ('silki', 'NN'), ('softer', 'NN'), ('smell', 'VBP'), ('great', 'JJ'), ('hair', 'NN'), ('feel', 'VB'), ('weigh', 'JJ'), ('down', 'RP'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3047,this product is absolutely incredible! i've been looking for a great conditioner that doesn't induce my scalp with harsh chemicals that's easily accessible at my local drugstore. definitely recommend this product! this review was collected as part of a promotion.,"[('product', 'NN'), ('absolut', 'NN'), ('incredible', 'JJ'), ('iv', 'JJ'), ('look', 'NN'), ('great', 'JJ'), ('condition', 'NN'), ('induc', 'NN'), ('scalp', 'NN'), ('harsh', 'JJ'), ('chemic', 'NN'), ('that', 'WDT'), ('easili', 'VBZ'), ('access', 'NN'), ('local', 'JJ'), ('drugstore', 'NN'), ('definit', 'NN'), ('recommend', 'VBP'), ('product', 'NN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3048,"this conditioner, paired with the extraordinary clay shampoo and mask, leaves my hair feeling so clean and soft for days! in love! switched from my high priced salon brands to this after just two washes because i was able to see such an improvement! product was sent to me free of charge in return for my honest review. opinions are all my own. this review was collected as part of a promotion.","[('conditioner', 'NN'), ('pair', 'NN'), ('extraordinari', 'JJ'), ('clay', 'NN'), ('shampoo', 'NN'), ('mask', 'NN'), ('leav', 'VBP'), ('hair', 'NN'), ('feel', 'VBP'), ('clean', 'JJ'), ('soft', 'JJ'), ('day', 'NN'), ('love', 'VB'), ('switch', 'RB'), ('high', 'JJ'), ('price', 'NN'), ('salon', 'NNS'), ('brand', 'NN'), ('two', 'CD'), ('wash', 'NN'), ('abl', 'NNS'), ('see', 'VBP'), ('improvement', 'NN'), ('product', 'NN'), ('sent', 'VBD'), ('free', 'JJ'), ('charg', 'NN'), ('return', 'NN'), ('honest', 'JJS'), ('review', 'NN'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
3049,"this entire line is amazing. very hydrating for my natural 4c hair and also restored my curls after not washing my hair for two weeks. would definitely recommend to anyone with natural hair. i was sent these products to try for free, this review is my honest opinion of the product. this review was collected as part of a promotion.","[('entir', 'JJ'), ('line', 'NN'), ('amazing', 'VBG'), ('hydrat', 'NN'), ('natur', 'RB'), ('4c', 'CD'), ('hair', 'NN'), ('also', 'RB'), ('restor', 'NN'), ('curl', 'NN'), ('wash', 'VBP'), ('hair', 'NN'), ('two', 'CD'), ('week', 'NN'), ('would', 'MD'), ('definit', 'VB'), ('recommend', 'VB'), ('anyon', 'JJ'), ('natur', 'JJ'), ('hair', 'NN'), ('sent', 'VBD'), ('product', 'NN'), ('tri', 'NN'), ('free', 'JJ'), ('review', 'NN'), ('honest', 'JJS'), ('opinion', 'NN'), ('product', 'NN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
3050,"i have always had oily roots. i could never go more than a day without washing my hair. it was a bummer whenever i had a blowout because it would never last. i was a little skeptical at first when i got this in the mail from influenster, but the first day i used it i noticed the difference. after using the shampoo, conditioner, and mask, my hair lasted the 2 full days! i have curly hair and for some reason after using all three products, my curls looked hydrated and smelled great! i got many compliments on it. i also would like to add i received this products free/complimentary for testing purposes, but all opinions are my own. highly recommend this product to everyone! this review was collected as part of a promotion.","[('alway', 'RB'), ('oili', 'JJ'), ('root', 'NN'), ('could', 'MD'), ('never', 'RB'), ('go', 'VB'), ('day', 'NN'), ('without', 'IN'), ('wash', 'JJ'), ('hair', 'NN'), ('bummer', 'NN'), ('whenev', 'NN'), ('blowout', 'NN'), ('would', 'MD'), ('never', 'RB'), ('last', 'JJ'), ('littl', 'JJ'), ('skeptic', 'JJ'), ('first', 'JJ'), ('got', 'VBD'), ('mail', 'NN'), ('influenster', 'NN'), ('first', 'RB'), ('day', 'NN'), ('use', 'VB'), ('notic', 'JJ'), ('difference', 'NN'), ('use', 'NN'), ('shampoo', 'NN'), ('conditioner', 'NN'), ('mask', 'NN'), ('hair', 'NN'), ('last', 'JJ'), ('full', 'JJ'), ('day', 'NN'), ('curli', 'VB'), ('hair', 'NN'), ('reason', 'NN'), ('use', 'NN'), ('three', 'CD'), ('product', 'NN'), ('curl', 'NN'), ('look', 'VBP'), ('hydrat', 'NN'), ('smell', 'NN'), ('great', 'JJ'), ('got', 'VBD'), ('mani', 'JJ'), ('compliment', 'NN'), ('it', 'PRP'), ('also', 'RB'), ('would', 'MD'), ('like', 'VB'), ('add', 'VB'), ('receiv', 'JJ'), ('product', 'NN'), ('freecomplimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('highli', 'NN'), ('recommend', 'VBP'), ('product', 'NN'), ('everyone', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
